Symbols,PacketsCompleted,Rejections,HeaderSymbols,PayloadSymbols,PhaseMismatches,HeaderMismatches,PayloadMismatches,SymbolMismatches,DoneMismatches,FailedMismatches
390,7,15,56,35,0,0,0,0,0,0
