first_harmonic,second_harmonic,on_pareto_front,representative,delay_variance_ratio_to_lfm,delay_std_ratio_to_lfm,rms_bandwidth_hz,mainlobe_width_samples,peak_sidelobe_db,peak_sidelobe_amplitude_ratio_to_lfm,integrated_sidelobe_db,integrated_sidelobe_energy_ratio_to_lfm,doppler_coupling_samples_per_hz,doppler_coupling_ratio_to_lfm,doppler_fit_residual_rms_samples
0.11,-0.009999999999999995,True,,0.8082526616885133,0.8990287324043171,40176.299610403206,14,-9.83324054881563,1.5225082801180543,-5.04698300702139,2.957861440623591,0.007220629320841701,0.8966561791303931,0.0006177564622806169
0.11,0.0,True,,0.8146200974470571,0.9025630711740078,40018.97359311883,14,-9.393561329861958,1.6015615144509836,-5.122844538134393,2.906642857156294,0.007245866616483323,0.8997901410159982,0.0006651762213081356
0.12000000000000001,-0.06,True,,0.7618697824680136,0.8728515237244039,41381.204855227305,14,-10.948250672087248,1.339088119758089,-3.7114032342766845,4.022868190560361,0.007013348848730764,0.8709161351712231,0.0004039028461328975
0.12000000000000001,-0.05,True,,0.7684068885598745,0.8765882092293248,41204.80669388923,14,-11.113615323750459,1.3138352945306906,-3.9608846327577982,3.7982860045795395,0.007043559997403948,0.874667749044857,0.0004271694138797259
0.12000000000000001,-0.04,True,,0.7748775016544441,0.8802712659484258,41032.405701122894,14,-10.720252388825779,1.3747036039007094,-4.189099029616413,3.6038459935016283,0.007072673489630406,0.8782830561795925,0.0004548420040829933
0.12000000000000001,-0.03,True,,0.7812753916209455,0.8838978400363616,40864.052467817964,14,-10.350286517211167,1.4345225012959346,-4.390099381712797,3.440853548900727,0.007100639738969267,0.881755898941983,0.00048655952965279646
0.12000000000000001,-0.020000000000000004,True,,0.7875942207647291,0.8874650532639181,40699.79722423553,14,-10.001925442455775,1.4932255712011095,-4.55716545227576,3.311003053936915,0.007127409102456708,0.8850801126795751,0.0005219607967069805
0.12000000000000001,-0.009999999999999995,True,,0.7938275543642945,0.8909700075559752,40539.689782057714,14,-9.613543117332108,1.5615091549178095,-4.683052438062592,3.216406141870417,0.007152932006632776,0.8882495413708897,0.0005606860694434254
0.12000000000000001,0.0,True,,0.7999688720835021,0.8944097897963227,40383.77947502354,14,-9.176020598996745,1.6421796298822986,-4.760355197093724,3.1596618525265923,0.007177159079506716,0.89125805401285,0.0006023787203239004
0.13,-0.06,True,,0.7488718574272024,0.8653738252496446,41738.78000182984,14,-10.843637746596468,1.355313621874085,-3.391687241691091,4.330194483292316,0.006951641214597574,0.8632532945812297,0.00038958440051685693
0.13,-0.05,True,,0.7551868884180775,0.8690148953948243,41563.899425482705,14,-10.816286633430128,1.3595881133961616,-3.6275599020327465,4.1012867632276295,0.006980774625189087,0.8668710751742068,0.00040667321009884227
0.13,-0.04,True,,0.7614358650619365,0.8726029251967566,41392.994073785056,14,-10.425272299148318,1.4221914902580104,-3.8444729454113307,3.901475032705135,0.007008827003013039,0.8703546133531498,0.0004282671989675526
0.13,-0.03,True,,0.7676128298248499,0.8761351664126089,41226.113385370714,14,-10.0574419655867,1.4837119425117395,-4.036877756425115,3.732401462359227,0.007035750914007021,0.8736980187665018,0.00045402314827678073
0.13,-0.020000000000000004,True,,0.7737117275593063,0.8796088491820135,41063.30642879057,14,-9.711031747323212,1.54408108639029,-4.198466896899248,3.59608076334524,0.007061498911332156,0.8768953994761273,0.00048359821535292523
0.13,-0.009999999999999995,True,,0.7797264156050283,0.8830211863851446,40904.621846392096,14,-9.384507117285823,1.603231860210508,-4.322370548364351,3.494934748279498,0.0070860236552074815,0.879940876838319,0.0005166514168508017
0.13,0.0,True,,0.7856506746943562,0.886369378247216,40750.107796890494,14,-8.97829553739114,1.6799908400012487,-4.401455526523109,3.4318679895839805,0.007109278038115079,0.882828601051744,0.0005528451872626142
0.14,-0.07,True,,0.7299865378725716,0.8543924963812426,42275.239851029466,14,-10.429869695909364,1.4214389307893271,-2.83562223870186,4.921686001225238,0.0068614330891581185,0.8520512691774899,0.00038100375446038494
0.14,-0.06,True,,0.7361478625103184,0.8579905958169463,42097.95292341764,14,-10.740988432330294,1.3714256536226874,-3.071229381166152,4.661795179342598,0.006890544470689063,0.8556663142065153,0.00038719926444182214
0.14,-0.05,True,,0.7422492464663559,0.8615388827362094,41924.57059711855,14,-10.54055175334309,1.403440816334817,-3.294444435515706,4.428245428964349,0.006918636837961589,0.8591548182664874,0.0003983270029098163
0.14,-0.04,True,,0.7482850902145711,0.8650347335307242,41755.14151207659,14,-10.151487293486998,1.4677339027125271,-3.500908508234088,4.222651846355021,0.006945664900920739,0.862511157248229,0.0004140613339732141
